decision_id,slot_id,action,tile_id,program,request_id,reason
D006002,N20270120-S029,wait,,,,no legal observable candidate can finish in its known window
D006003,N20270120-S030,wait,,,,no legal observable candidate can finish in its known window
D006004,N20270120-S031,wait,,,,no legal observable candidate can finish in its known window
D006005,N20270120-S032,wait,,,,no legal observable candidate can finish in its known window
D006006,N20270120-S033,wait,,,,no legal observable candidate can finish in its known window
D006007,N20270120-S034,wait,,,,no legal observable candidate can finish in its known window
D006008,N20270120-S035,wait,,,,no legal observable candidate can finish in its known window
D006009,N20270120-S036,wait,,,,no legal observable candidate can finish in its known window
D006010,N20270120-S037,wait,,,,no legal observable candidate can finish in its known window
D006011,N20270120-S038,wait,,,,no legal observable candidate can finish in its known window
D006012,N20270120-S039,wait,,,,no legal observable candidate can finish in its known window
D006013,N20270120-S040,wait,,,,no legal observable candidate can finish in its known window
D006014,N20270120-S041,wait,,,,no legal observable candidate can finish in its known window
D006015,N20270120-S042,wait,,,,no legal observable candidate can finish in its known window
D006016,N20270120-S043,wait,,,,no legal observable candidate can finish in its known window
D006017,N20270120-S044,wait,,,,no legal observable candidate can finish in its known window
D006018,N20270120-S045,wait,,,,no legal observable candidate can finish in its known window
D006019,N20270121-S001,wait,,,,no legal observable candidate can finish in its known window
D006020,N20270121-S002,wait,,,,no legal observable candidate can finish in its known window
D006021,N20270121-S003,wait,,,,no legal observable candidate can finish in its known window
D006022,N20270121-S004,wait,,,,no legal observable candidate can finish in its known window
D006023,N20270121-S005,wait,,,,no legal observable candidate can finish in its known window
D006024,N20270121-S006,wait,,,,no legal observable candidate can finish in its known window
D006025,N20270121-S007,wait,,,,no legal observable candidate can finish in its known window
D006026,N20270121-S008,wait,,,,no legal observable candidate can finish in its known window
D006027,N20270121-S009,wait,,,,no legal observable candidate can finish in its known window
D006028,N20270121-S010,wait,,,,no legal observable candidate can finish in its known window
D006029,N20270121-S011,wait,,,,no legal observable candidate can finish in its known window
D006030,N20270121-S012,wait,,,,no legal observable candidate can finish in its known window
D006031,N20270121-S013,wait,,,,no legal observable candidate can finish in its known window
D006032,N20270121-S014,wait,,,,no legal observable candidate can finish in its known window
D006033,N20270121-S015,wait,,,,no legal observable candidate can finish in its known window
D006034,N20270121-S016,wait,,,,no legal observable candidate can finish in its known window
D006035,N20270121-S017,wait,,,,no legal observable candidate can finish in its known window
D006036,N20270121-S018,wait,,,,no legal observable candidate can finish in its known window
D006037,N20270121-S019,wait,,,,no legal observable candidate can finish in its known window
D006038,N20270121-S020,wait,,,,no legal observable candidate can finish in its known window
D006039,N20270121-S021,wait,,,,no legal observable candidate can finish in its known window
D006040,N20270121-S022,wait,,,,no legal observable candidate can finish in its known window
D006041,N20270121-S023,wait,,,,no legal observable candidate can finish in its known window
D006042,N20270121-S024,wait,,,,no legal observable candidate can finish in its known window
D006043,N20270121-S025,wait,,,,no legal observable candidate can finish in its known window
D006044,N20270121-S026,wait,,,,no legal observable candidate can finish in its known window
D006045,N20270121-S027,wait,,,,no legal observable candidate can finish in its known window
D006046,N20270121-S028,wait,,,,no legal observable candidate can finish in its known window
D006047,N20270121-S029,wait,,,,no legal observable candidate can finish in its known window
D006048,N20270121-S030,wait,,,,no legal observable candidate can finish in its known window
D006049,N20270121-S031,wait,,,,no legal observable candidate can finish in its known window
D006050,N20270121-S032,wait,,,,no legal observable candidate can finish in its known window
D006051,N20270121-S033,wait,,,,no legal observable candidate can finish in its known window
D006052,N20270121-S034,wait,,,,no legal observable candidate can finish in its known window
D006053,N20270121-S035,wait,,,,no legal observable candidate can finish in its known window
D006054,N20270121-S036,wait,,,,no legal observable candidate can finish in its known window
D006055,N20270121-S037,wait,,,,no legal observable candidate can finish in its known window
D006056,N20270121-S038,wait,,,,no legal observable candidate can finish in its known window
D006057,N20270121-S039,wait,,,,no legal observable candidate can finish in its known window
D006058,N20270121-S040,wait,,,,no legal observable candidate can finish in its known window
D006059,N20270121-S041,wait,,,,no legal observable candidate can finish in its known window
D006060,N20270121-S042,wait,,,,no legal observable candidate can finish in its known window
D006061,N20270121-S043,wait,,,,no legal observable candidate can finish in its known window
D006062,N20270121-S044,wait,,,,no legal observable candidate can finish in its known window
D006063,N20270121-S045,wait,,,,no legal observable candidate can finish in its known window
D006064,N20270122-S001,wait,,,,no legal observable candidate can finish in its known window
D006065,N20270122-S002,wait,,,,no legal observable candidate can finish in its known window
D006066,N20270122-S003,wait,,,,no legal observable candidate can finish in its known window
D006067,N20270122-S004,wait,,,,no legal observable candidate can finish in its known window
D006068,N20270122-S005,wait,,,,no legal observable candidate can finish in its known window
D006069,N20270122-S006,wait,,,,no legal observable candidate can finish in its known window
D006070,N20270122-S007,wait,,,,no legal observable candidate can finish in its known window
D006071,N20270122-S008,wait,,,,no legal observable candidate can finish in its known window
D006072,N20270122-S009,wait,,,,no legal observable candidate can finish in its known window
D006073,N20270122-S010,wait,,,,no legal observable candidate can finish in its known window
D006074,N20270122-S011,wait,,,,no legal observable candidate can finish in its known window
D006075,N20270122-S012,wait,,,,no legal observable candidate can finish in its known window
D006076,N20270122-S013,wait,,,,no legal observable candidate can finish in its known window
D006077,N20270122-S014,wait,,,,no legal observable candidate can finish in its known window
D006078,N20270122-S015,wait,,,,no legal observable candidate can finish in its known window
D006079,N20270122-S016,wait,,,,no legal observable candidate can finish in its known window
D006080,N20270122-S017,wait,,,,no legal observable candidate can finish in its known window
D006081,N20270122-S018,wait,,,,no legal observable candidate can finish in its known window
